"ID","优先级","层级","模块","标题","前置数据","GIVEN","WHEN","THEN","对应需求","建议自动化"
"AT-MULTI-010","P0_BLOCKER","DASHBOARD_API_DB","PARTICIPANT_REASSIGNMENT","客服只改派多陪玩订单的一个席位","FX-ORDER-TWO-ACTIVE-PLAYERS;FX-STAFF-L1;FX-STAFF-L2;FX-ELIGIBLE-REPLACEMENT","GIVEN 未捕获订单有技术位 A 与娱乐位 B，A 已就绪后临时离开","WHEN 客服在 A 的 participantId 上选择合格陪玩 C 并提交 REASSIGN","THEN A 席位原子替换为 C 且 participantId、需求、项目、数量和客户价格不变；C 未就绪并按自身规则重算分成；B、订单总价及原预留不变；事件与审计只追加一次","M10-US-03;ORD-04;FUND-06;EAR-02","DASHBOARD_API_DB_TRANSACTION"
"AT-MULTI-014","P0_BLOCKER","DASHBOARD_API_DB","SERVICE_PACKAGE_VERSION_ADMIN","运营端原子管理不可变套餐版本","FX-L3-STAFF;FX-TECH-CATALOG-A;FX-FUN-CATALOG-A","GIVEN L3 员工在 Dashboard 配置三角洲护航两个有序席位且套餐总价按目录单价和单位数只读显示","WHEN 创建并发布新套餐版本后再退役","THEN Dashboard 不提交套餐总价；API 服务端派生并固化具体套餐总价、分配版本号并在单事务写套餐版本、全部席位和审计；发布原子退役旧启用版本；Bot 只读取新启用版本；退役后历史订单仍可解析来源；目录失效、并发或审计失败时零写入","M10-US-08;AUD-02;ORD-04","DASHBOARD_API_DB_TRANSACTION_UAT"
"AT-MULTI-011","P0_BLOCKER","BOT_API","GAME_SCOPED_ORDERING_MENU","先选游戏后只展示同游戏菜单并可填需求备注","FX-ORDER-DRAFT-A;FX-NINE-SERVICE-PROJECTS;FX-PACKAGE-DELTA-ESCORT","GIVEN 客户草稿且英雄联盟与瓦洛兰特均有启用服务和套餐","WHEN 客户在 Discord 选择英雄联盟、打开今日菜单并通过按钮 Modal 填写整单需求备注","THEN API 过滤并由 Bot 仅展示英雄联盟套餐和单点项目，不得出现瓦洛兰特项目；备注按期望版本保存后返回原游戏菜单并显示内容，与逐席位偏好分开；陈旧版本不覆盖；刷新或 Bot 重启仍可恢复所选游戏和备注","M10-US-09;ORD-04;AUD-02","BOT_API_RECOVERY_UAT"
"AT-MULTI-012","P0_BLOCKER","DASHBOARD_API_DB","SINGLE_GAME_PACKAGE_ADMIN","套餐只能包含同一游戏席位","FX-L3-STAFF;FX-TECH-CATALOG-A;FX-FUN-CATALOG-A;FX-NINE-SERVICE-PROJECTS","GIVEN L3 员工创建套餐并选择多个启用目录版本","WHEN 全部席位同游戏时保存以及混入另一游戏时再次保存","THEN 同游戏套餐由 API 派生并固化稳定 gameCode 和 gameName；混合游戏或新版本改变稳定套餐游戏时整次拒绝且套餐、版本、席位和审计零写入","M10-US-09;AUD-02;ORD-04","DASHBOARD_API_DB_TRANSACTION"
"AT-MULTI-013","P0_BLOCKER","BOT_API_DB","SAME_GAME_PACKAGE_CUSTOMIZATION","套餐仅可同游戏换项且订单可新增另一游戏","FX-ORDER-PACKAGE-DEFAULT;FX-FUN-CATALOG-A;FX-NINE-SERVICE-PROJECTS","GIVEN 客户已应用英雄联盟默认套餐并看到套餐价","WHEN 将套餐席位换成同游戏娱乐项目、从瓦洛兰特菜单新增独立单点需求以及尝试把既有英雄联盟席位直接换成瓦洛兰特项目","THEN 同游戏换项与另一游戏独立新增成功并切换 CUSTOMIZED、套餐调价归零、总价由全部有效目录行派生；跨游戏改写既有席位原子拒绝且订单版本、需求和资金事实不变；草稿不提前指定实际陪玩","M10-US-09;ORD-04;FUND-06","BOT_API_DB_TRANSACTION_RECOVERY"
"AT-SEL-001","P0_BLOCKER","BOT_API_DB_WORKER","SELECTION_POOL_MANUAL_RECRUITMENT","客户开始并手动终止无时限招募","FX-ORDER-PENDING-DISPATCH;FX-RESERVATION-ORDER-PENDING","GIVEN 客户订单已提交且只有一笔有效订单预留","WHEN 客户通过 Bot 点击开始招募、等待任意时长并重复点击终止招募","THEN API 不接收等待分钟数且新池无 closesAt；时间流逝不迁移状态；仅客户终止请求把本轮迁移一次到 SELECTION；订单仍为 PENDING_DISPATCH 且原预留不变；零报名不自动开新轮","M11-US-05;FUND-06","BOT_API_DB_MANUAL_CONTROLLED"
"AT-SEL-002","P0_BLOCKER","API_DB","MULTI_ORDER_APPLICATION","陪玩可跨多个订单报名且不受在线/可接单状态门禁","FX-TWO-ORDERS-COLLECTING;FX-PLAYER-ACTIVE-MATCHED","GIVEN 已审批 ACTIVE 且标签匹配的陪玩 Discord presence 为 OFFLINE、旧 availability 为 BUSY并可能已有其他报名","WHEN 对两个候选池分别报名并在其中一个由客户终止招募前撤回","THEN ONLINE、AVAILABLE 和无其他报名均不是门禁；报名只追加 SelectionApplication，不创建 OrderParticipant、不占活动订单槽、不改变订单预留；撤回仅影响本人本轮报名","M11-US-05;M11-US-02;SEL-01","API_DB_CONCURRENCY"
"AT-SEL-003","P0_BLOCKER","WORKER_DISCORD","SELECTION_VOICE_AND_STAFF_NOTICE","选秀开始开放不限人数语音并通知客服","FX-SELECTION-POOL-WITH-NINE-APPLICATIONS;FX-STAFF-L1-L4","GIVEN 招募中含九名有效报名者且订单配置了客服频道和 Role","WHEN 客户手动终止招募后 Worker 同步选秀阶段","THEN 派单频道原报名卡原位更新为招募已终止且移除报名组件；创建或恢复 user_limit=0 的订单选秀语音房；客户、九名报名者和客服 Role 可见可进入；客服频道只发送一次包含订单、客户、候选数和语音链接的通知；选秀无截止 Job且不开始计费","M11-US-03;M11-US-05;AUD-02","WORKER_DISCORD_RECOVERY_UAT"
"AT-SEL-004","P0_BLOCKER","API_DB_CONCURRENCY","ATOMIC_PARTICIPANT_SELECTION","客户原子确认多个正式陪玩","FX-SELECTION-POOL-WITH-NINE-APPLICATIONS;FX-ORDER-MULTI-REQUIREMENTS","GIVEN 客户为多个仍空缺需求勾选一组报名者且其中可能有人同时被另一订单选择","WHEN 并发提交 finalizeOrderSelectionPool","THEN API 锁定订单、候选池、需求和陪玩活动槽并重验资格；任一人失效或容量冲突整次零写入；成功只创建一次逐人 OrderParticipant/分成快照并使其他活动池报名失效；全部席位填满才 ACCEPTED","M11-US-02;ORD-04;EAR-02","API_DB_TRANSACTION_CONCURRENCY"
"AT-SEL-005","P0_BLOCKER","BOT_API_DB","PARTIAL_EMPTY_AND_REJECTED_SELECTION","零报名、候选不满意与部分入选由客户决定下一步","FX-SELECTION-POOL-EMPTY;FX-SELECTION-POOL-WITH-ONE-APPLICATION;FX-SELECTION-POOL-PARTIAL;FX-RESERVATION-ORDER-PENDING","GIVEN 一轮零报名、仅有一名候选、客户对本轮全部候选不满意或只为部分需求确认了正式陪玩","WHEN 客户从确认页返回重选，或显式选择重新开始招募、取消或为剩余席位创建新一轮","THEN 返回后候选组件重置且单候选仍可再次选择；任何情况都不自动续轮；主动重新招募按旧池版本原子将旧报名记为未入选并创建无截止时间的新池且不重复预留；取消原子释放原预留；部分入选者与其价格快照保留，新池只覆盖剩余席位，未填满前仍 PENDING_DISPATCH","M11-US-05;M11-US-03;FUND-06;ORD-04","BOT_API_DB_TRANSACTION"
"AT-SEL-007","P0_BLOCKER","BOT_API_DB_WORKER","REALTIME_APPLICANT_MENTIONS","报名名单以 Discord mention 实时原位更新且不通知","FX-ORDER-PENDING-DISPATCH;FX-SELECTION-POOL-COLLECTING;FX-PLAYER-ELIGIBLE","GIVEN 客户订单 Embed 已存在且候选池正在招募","WHEN 多名陪玩依次报名并有人撤回","THEN 每次提交后业务事务写入稳定 PANEL_SYNC；Worker 原位编辑同一订单 Embed，按当前有效报名事实列出每位陪玩的 <@discordUserId>，撤回者消失且不只显示人数；allowed_mentions.parse 为空，不重复 ping 陪玩","M11-US-05;PL-03;AUD-02","BOT_API_DB_WORKER_DISCORD"
"AT-SEL-008","P0_BLOCKER","BOT_API_DB_WORKER","SELECTION_REACTION_SIGNUP","单卡数字 Reaction 报名、撤回与重启收敛","FX-SELECTION-POOL-WITH-NINE-REQUIREMENTS;FX-PLAYER-ACTIVE-MATCHED;FX-DISCORD-RETRY","GIVEN 活动候选池含一至九个可报名需求，Worker 已持久化单张派单消息与 1️⃣–9️⃣ 的稳定需求映射","WHEN 陪玩添加某个数字 Reaction、移除该 Reaction、重复事件或 Bot 在事件遗漏后重启对账","THEN API 只按服务端保存的消息与数字映射重验并幂等创建、恢复或撤回对应需求报名；数据库保持业务事实来源并触发客户 mention 名单同步；不支持的 Reaction 无业务写入；超过九个需求时开始招募零写入且不拆分、不截断、不发布部分卡片；公开 Reaction 身份按派单频道可见范围展示","M11-US-06;SEL-01;SEL-02;AUD-02;OPS-01","BOT_API_DB_WORKER_DISCORD_RECOVERY_UAT"
"AT-SEL-009","P0_HIGH","WORKER_DISCORD","SELECTION_DISPATCH_STATUS_IMAGES","派单状态图顺序、取消语义与重启幂等","FX-SELECTION-POOL-COLLECTING;FX-ORDER-CANCELLED;FX-DISCORD-RETRY","GIVEN 新订单首次创建候选池且派单频道可发送附件","WHEN Worker 首次同步招募、重试或重启，客户随后可能终止招募或真正取消整单","THEN 首次招募严格先发送黑猫主题“正在派单”图片再发送未改动的报名 Embed；同订单后续轮次、重试和重启不重复派单图；仅订单进入 CANCELLED 后幂等追加“本单流单”图片，终止招募进入 SELECTION 不发送流单图；图片失败不改变业务状态且由 Outbox 重试","M11-US-06;SEL-01;OPS-01","WORKER_DISCORD_RECOVERY_UAT"
"AT-SEL-006","P0_BLOCKER","BOT_WORKER_DISCORD","SELECTION_RESULT_PERMISSION_CONVERGENCE","选秀结果通知、正式房切换与旧房清理","FX-SELECTION-POOL-WITH-NINE-APPLICATIONS;FX-DISCORD-RETRY","GIVEN 客户最终选择三名陪玩且六名未入选者已进入语音房","WHEN finalize 事务提交且 Worker 遇到可重试 Discord 失败后恢复","THEN Worker 创建或恢复 Service 房并先移动客户、再移动三名入选陪玩；六名未入选者看到本轮结束和入选公开昵称但无评分排名，最终被撤销权限并移出语音；旧 Selection 房禁止重新进入且最后一人退出后自动删除；业务选择不因 Discord 失败回滚；Outbox 重启后不重复通知，超过阈值创建唯一客服任务","M11-US-03;AUD-02;OPS-01","BOT_WORKER_DISCORD_RECOVERY_UAT"
"AT-DTL-001","P0_HIGH","DASHBOARD_API","ADMIN_DETAIL_PROJECTIONS","六类业务卡片详情返回足量服务端事实","FX-STAFF-L1;FX-STAFF-L2;FX-USER-CUSTOMER-A;FX-PLAYER-ACTIVE;FX-SERVICE-ACTIVE-V2;FX-PACKAGE-DELTA-ESCORT;FX-GIFT-CATALOG;FX-GIFT-REQUEST","GIVEN 员工具备对象对应 read 权限并打开用户、陪玩、服务目录、服务套餐、礼物目录或礼物请求卡片","WHEN Dashboard 调用各自详情接口","THEN 用户和陪玩返回身份、真实状态、可读标签和版本时间；服务与礼物目录及套餐返回完整不可变版本、价格、状态和审计元数据；套餐包含有序席位；礼物请求包含订单、双方身份、预留、审核、批准、捕获和播报时间线；客户端不以列表快照、默认值或字段猜测补事实且不返回预留幂等键","M4-US-03;OPS-02;TAG-01;ORD-04;FUND-06","DASHBOARD_API_COMPONENT"
"AT-SUP-010","P0_HIGH","DASHBOARD_API_DB","SUPPORT_SHIFT","客服打卡只记录班次事实","FX-STAFF-L1;FX-STAFF-L2","GIVEN ACTIVE 的 L1/L2 客服打开工作台","WHEN 幂等点击上班和下班，且下班时存在或不存在本人 CLAIMED 订单级任务","THEN 同一 Guild 最多一个活动班次；打卡不改变查看、认领或首响权限；有未结任务时下班被拒绝；L3/L4 无打卡动作","M12-US-02;SUP-10","DASHBOARD_API_DB"
"AT-SUP-011","P0_BLOCKER","API_WORKER_DISCORD","SUPPORT_FIRST_RESPONSE","转人工任务在5分钟内获得真实员工首响并安全自动认领","FX-ORDER-IN-SERVICE;FX-STAFF-L1;FX-STAFF-L4","GIVEN 现行多陪玩订单存在需对客回复的订单级 StaffTask","WHEN 4分钟与5分钟任务执行，任意等级 ACTIVE 员工在订单频道发送真实首响，或出现 Bot、空消息、附件消息、编辑与并发回复","THEN 4分钟未回复提醒；5分钟未回复标记 OVERDUE；真实员工非空消息或附件按 Discord 创建时间结束计时；订单无负责人时自动认领最早 OPEN 任务；已有负责人不被覆盖；L1-L4 均可触发且不要求打卡、不自动处罚","M12-US-03;SUP-10;AUD-02","API_WORKER_DISCORD"
"AT-SUP-012","P0_HIGH","BOT_API_DB","SUPPORT_RATING","多陪玩订单完单后评分不阻塞资金闭环","FX-ORDER-COMPLETED-10000;FX-STAFF-L1","GIVEN 订单已完成、多位陪玩收益已生成且存在真实客服首响","WHEN 客户在24小时内提交一次1-5分评价","THEN 完单、资金捕获和逐人收益不受评分失败影响；评价只写一次；1-2分必须选择五个受控原因之一，OTHER 必须有文字；无首响或过期拒绝","M12-US-04;SUP-10;FUND-06","BOT_API_DB"
"AT-SUP-013","P0_MEDIUM","DASHBOARD_API","SUPPORT_SUMMARY","主管查看最近30天简单运营事实","FX-STAFF-L1;FX-STAFF-L2","GIVEN 同 Guild 存在班次、订单级 StaffTask 首响和评分事实","WHEN 员工打开客服简单列表","THEN L1只见本人，L2+按 scope 查看当前班次、时长、处理数、超时数、评分数和平均分；未认领超时单列；无CSV、transcript正文、客户敏感内容或参与人私密事实","M12-US-02;SUP-10","DASHBOARD_API"
"AT-LST-001","P0_HIGH","API_CONTRACT","COLLECTION_SORT_WHITELIST","七类列表只接受资源排序白名单与明确默认值","FX-STAFF-L1-L4;FX-M13-SEVEN-COLLECTIONS","GIVEN 七类列表均有多条可见记录","WHEN 省略排序、提交每个白名单组合以及未知字段或方向","THEN 默认按 createdAt desc 与唯一 ID 稳定排序；合法组合成功；未知或跨资源字段返回 400 VALIDATION_ERROR且不解释为 SQL 列名","M13-US-01;M13-US-02;LST-01","API_CONTRACT_AUTO"
"AT-LST-002","P0_BLOCKER","API_DB","STABLE_KEYSET_SORT","相同排序键下跨页稳定且不重复","FX-M13-DUPLICATE-SORT-VALUES;FX-M13-THREE-PAGES","GIVEN 多条记录具有相同名称、金额、版本或时间并跨越至少三页","WHEN 按每种白名单字段升降序连续翻页且翻页间发生并发新增","THEN API 使用主排序值加唯一 ID 的稳定 keyset；已翻过记录不重复，页面内和跨页顺序一致，空值始终 NULLS LAST","M13-US-02;LST-01","API_DB_CONCURRENCY"
"AT-LST-003","P0_BLOCKER","API_SECURITY","CURSOR_QUERY_BINDING","游标绑定排序、筛选、Guild 与 scope","FX-TWO-GUILDS;FX-STAFF-L1-L4;FX-M13-CURSOR","GIVEN 已取得某资源、筛选、排序、Actor Guild 与 scope 的签名游标","WHEN 篡改游标或把它用于另一资源、排序、筛选、Guild、scope 或方向","THEN API 返回 400 且不泄露记录、游标内容或其他 Guild 存在性；合法原查询可继续翻页","M13-US-01;M13-US-02;LST-01;ACCESS-02","API_SECURITY_AUTO"
"AT-LST-004","P0_HIGH","DASHBOARD_COMPONENT","CARD_TABLE_PARITY","卡片与表格使用相同集合事实和动作","FX-M13-SEVEN-COLLECTIONS;FX-STAFF-L1-L4","GIVEN 七类页面分别加载同一筛选排序结果","WHEN 在 CARD 与 TABLE 两种视图之间切换并打开详情或执行允许动作","THEN 两种视图的对象 ID、数量、可见字段等级、详情 API 与 item actions 一致；切换视图不重新请求列表 API且不丢当前 items 或详情","M13-US-01;M13-US-03;LST-01;ACCESS-02","DASHBOARD_COMPONENT_E2E"
"AT-LST-005","P0_HIGH","DASHBOARD_API","SORT_FILTER_PAGINATION_RACE","排序筛选变化重置分页且旧响应不回写","FX-M13-SLOW-FIRST-REQUEST;FX-M13-THREE-PAGES","GIVEN 员工位于后续页且前一个列表请求仍在飞行中","WHEN 改变筛选或排序并在旧请求返回前再次选择新排序","THEN 游标清空并仅以最后选择加载第一页；旧响应被忽略，不覆盖新 items、排序标签或分页状态；视图偏好保持","M13-US-03;LST-01","DASHBOARD_API_RACE_AUTO"
"AT-LST-006","P0_MEDIUM","DASHBOARD_ROUTING","COLLECTION_URL_STATE","URL 恢复筛选排序与视图且非法值安全回退","FX-M13-SEVEN-COLLECTIONS","GIVEN 页面 URL 包含 view、sortBy、sortDirection 和资源筛选","WHEN 刷新、复制打开或提供未知 view/排序值","THEN 合法 URL 恢复相同查询和视图；非法值回退资源默认值且不发出非法 API 请求；游标不作为长期书签保存","M13-US-01;M13-US-03;LST-01","DASHBOARD_ROUTING_AUTO"
"AT-LST-007","P0_MEDIUM","DASHBOARD_A11Y","RESPONSIVE_TABLE_LIST","表格在窄屏降级为可键盘操作的行式列表","FX-M13-SEVEN-COLLECTIONS","GIVEN 员工在 375px、768px 和桌面宽度使用键盘浏览集合","WHEN 切换 TABLE 并访问排序、方向、视图、详情和 item actions","THEN 桌面使用语义化表格；窄屏按同一显式列定义显示行式列表；核心字段与操作不被裁切；控件有可读名称、焦点和选中状态","M13-US-03;M13-US-04;LST-01","DASHBOARD_A11Y_BROWSER"
"AT-LST-008","P0_BLOCKER","DASHBOARD_API_SECURITY","COLLECTION_ACCESS_PARITY","两种视图与所有排序保持 L1-L4 scope、脱敏和跨 Guild 隔离","FX-TWO-GUILDS;FX-STAFF-L1-L4;FX-M13-SEVEN-COLLECTIONS","GIVEN L1-L4 在不同 Guild 与任务 scope 下访问七类集合","WHEN 逐一选择排序并在两种视图查看详情与动作","THEN API 先应用可信 Actor Guild、scope、权限和脱敏再排序分页；两种视图不扩大对象、敏感字段或 capability；403/404 不泄露对象","M13-US-02;M13-US-03;M13-US-04;LST-01;ACCESS-02","API_DASHBOARD_SECURITY_E2E"
"AT-SUX-001","P0_BLOCKER","DASHBOARD_E2E","QUEUE_FIRST_HIERARCHY","客服首屏优先呈现当前任务","FX-M14-MIXED-TASKS;FX-STAFF-L1-L4","GIVEN 客服有本人已认领、超时和待认领任务以及班次与汇总数据","WHEN 在常见桌面视口打开客服工作台","THEN 紧凑班次状态与任务队列标题、首项无需滚动可见；三十天报表和大型 KPI 不阻挡当前任务","M14-US-01;M14-US-03;SUP-UX-01","DASHBOARD_BROWSER_E2E"
"AT-SUX-002","P0_BLOCKER","API_DB","SERVER_TRIAGE_ORDER","服务端稳定生成客服分诊顺序","FX-M14-MIXED-TASKS;FX-M14-THREE-PAGES","GIVEN 可见任务包含 OVERDUE、PENDING 和其他响应状态且存在相同时间","WHEN 分页调用 listStaffTasks","THEN OVERDUE 优先，PENDING 按 responseDueAt 升序，其余按 createdAt 与 ID 稳定排序；Dashboard 无需计算业务优先级","M14-US-01;M14-US-02;SUP-UX-01","API_DB_AUTO"
"AT-SUX-003","P0_BLOCKER","API_SECURITY","SAFE_DISCORD_LINKS","Discord 深链仅在可信 Guild 与频道完整时返回","FX-M14-TASK-WITH-CHANNELS;FX-M14-TASK-MISSING-GUILD;FX-TWO-GUILDS","GIVEN 任务分别具有完整、缺 Guild、缺频道或跨 Guild 的频道事实","WHEN 员工读取任务列表与详情","THEN 仅完整且同 scope 的服务端链接非空；其余为 null；响应和 Dashboard 永不出现 /channels// 或浏览器拼接链接","M14-US-01;M14-US-02;M14-US-03;SUP-UX-01;ACCESS-02","API_DASHBOARD_SECURITY_E2E"
"AT-SUX-004","P0_BLOCKER","API_DASHBOARD_SECURITY","PRECLAIM_TASK_CONTEXT","认领前只返回最小任务分诊上下文","FX-M14-UNCLAIMED-TASK;FX-STAFF-L1-L4;FX-TWO-GUILDS","GIVEN 员工可见但尚未认领任务","WHEN 打开任务只读预览并尝试直接读取或修改完整订单","THEN 可见公开编号、展示名、项目、金额、原因、等待与下一动作；完整订单和写入仍按既有 capability 拒绝，跨 Guild 不泄露","M14-US-01;M14-US-02;M14-US-03;SUP-UX-01;ACCESS-02","API_DASHBOARD_SECURITY_E2E"
"AT-SUX-005","P0_HIGH","DASHBOARD_ROUTING","ACTIONABLE_METRIC_DRILLDOWN","概览指标进入对应受权结果","FX-M14-DASHBOARD-SUMMARY;FX-STAFF-L1-L4","GIVEN 概览存在待处理、超时与进行中计数","WHEN 逐一激活指标","THEN 进入匹配的任务或订单筛选并说明当前范围；服务端结果维持 Actor Guild/scope；刷新可恢复且客户端不重算计数","M14-US-01;M14-US-04;SUP-UX-01;ACCESS-02","DASHBOARD_ROUTING_E2E"
"AT-SUX-006","P0_HIGH","DASHBOARD_COMPONENT","HUMANIZED_ORDER_CONTEXT","订单主路径优先人类可读与可行动信息","FX-M14-ORDERS-WITH-CONTEXT","GIVEN 订单具有公开编号、客户与陪玩展示名、项目、状态、金额、时间和阻塞事实","WHEN 客服浏览卡片、表格与详情","THEN 主区展示中文状态、展示名、相对和精确时间、阻塞与下一动作；UUID、原始枚举、minor units 和审计字段保留在默认折叠技术详情","M14-US-01;M14-US-04;SUP-UX-01","DASHBOARD_COMPONENT_E2E"
"AT-SUX-007","P0_BLOCKER","DASHBOARD_A11Y_SECURITY","SUPPORT_WORKBENCH_RELEASE","客服工作台在权限与可访问性边界内完成真实任务","FX-STAFF-L1-L4;FX-M14-MIXED-TASKS","GIVEN L1-L4 在当前业务 Guild 的 375px、768px 和桌面使用键盘与真实员工数据","WHEN 完成查看队列、预览、认领、打开有效频道和查看订单下一步","THEN 焦点和读屏名称完整、关键动作不被遮挡、无越权事实、缺失链接不可激活，真实员工 UAT 可复核；Guild 隔离由 API/数据库自动化回归门禁证明","M14-US-03;M14-US-04;M14-US-05;SUP-UX-01;ACCESS-02","DASHBOARD_A11Y_SECURITY_UAT"
"AT-DOP-001","P0_BLOCKER","API_DASHBOARD_FINANCE_E2E","STANDALONE_ORDER_REFUND","客服独立处理完成后或异常结案的部分退款","FX-M15-IN-SERVICE-COMPLAINT;FX-M15-COMPLETED-ORDER;FX-STAFF-L1-L4","GIVEN 订单已完成或异常结案且存在可退捕获金额","WHEN L2+ 从订单详情输入部分退款金额、原因并重复提交同一幂等键","THEN 仅追加一笔 Refund 与对应账目变更，订单无需取消，退款不超过可退金额且时间线可审计","M15-US-02;DOP-01;WALLET-01","API_DASHBOARD_FINANCE_AUTOMATED"
"AT-DOP-002","P0_BLOCKER","API_DASHBOARD_SECURITY_E2E","READ_ONLY_ORDER_TRANSCRIPT","客服只读查看处理中订单的频道记录","FX-M15-IN-SERVICE-COMPLAINT;FX-M15-TRANSCRIPT-EVENTS;FX-TWO-GUILDS","GIVEN 已分配客服任务关联包含创建、编辑、删除、回复与附件元数据的订单频道记录","WHEN L1 读取已分配订单或 L2+ 读取同 Guild 订单记录并尝试任何消息写入","THEN 记录按稳定游标分页且删除事实明确；跨 Guild、未分配 L1 被拒绝；Dashboard 不存在发送、编辑或删除 Discord 消息能力","M15-US-03;DOP-02;ACCESS-02","API_DASHBOARD_SECURITY_AUTOMATED"
"AT-DOP-003","P0_BLOCKER","API_DASHBOARD_SECURITY_E2E","BOT_CONFIG_MANAGEMENT","员工安全校验更新并测试 Bot 配置","FX-M15-BOT-CONFIG;FX-STAFF-L3-L4","GIVEN Bot 配置具有当前版本且运营字段与安全 Role/频道字段可区分","WHEN L3 校验更新运营字段、L4 step-up 更新安全字段并执行测试投递，同时提交过期版本","THEN 合法更新生效且审计，测试结果可见，过期版本冲突，L3 无法修改安全字段且响应不含密钥","M15-US-04;DOP-03;ACCESS-02","API_DASHBOARD_SECURITY_AUTOMATED"
"AT-DOP-004","P0_BLOCKER","API_DB_DASHBOARD_FINANCE_E2E","APPEND_ONLY_WALLET_ADJUSTMENT","高级客服用冲正纠正错误账目","FX-M15-WRONG-OFFLINE-TOPUP;FX-M15-WRONG-REFUND;FX-STAFF-L3","GIVEN 同 Guild 客户存在一笔错误充值或退款账目","WHEN L3 选择原账目、输入方向金额、原因并提交 Adjustment","THEN 原账目保持不变，只追加 Adjustment，API 原子重算 canonical CAT 余额，重复幂等键不重复入账","M15-US-05;DOP-04;WALLET-01","API_DB_DASHBOARD_FINANCE_AUTOMATED"
"AT-DOP-005","P0_BLOCKER","API_DASHBOARD_DOMAIN_E2E","STAFF_CONTROLLED_PLAYER_ELIGIBILITY","员工暂停或恢复陪玩接单资格","FX-M15-PLAYER-ACTIVE;FX-M15-OPEN-CANDIDATE-POOLS;FX-STAFF-L3","GIVEN ACTIVE 陪玩符合两个开放候选池标签且 Discord 在线状态和旧 availability 任意","WHEN L3 因爽约设为 PAUSED、陪玩尝试申请新订单，再由 L3 恢复 ACTIVE","THEN 暂停后从新候选池排除且申请被拒绝；恢复后按标签重新入池；陪玩端没有自助接单开关","M15-US-06;DOP-05;ACCESS-02","API_DASHBOARD_DOMAIN_AUTOMATED"
"AT-DOP-006","P0_HIGH","API_DASHBOARD_SECURITY_E2E","CUSTOMER_DISPLAY_NAME_EDIT","客服纠正客户业务展示名","FX-M15-CUSTOMER-PROFILE;FX-STAFF-L1-L2","GIVEN 同 Guild 客户 Profile 具有 displayName 与版本","WHEN L2 以 expectedVersion、原因更新 displayName，L1 或过期版本尝试相同操作","THEN L2 更新成功并审计；L1 被拒绝、过期版本冲突；Discord ID、用户 ID、钱包、历史与只追加备注均未改变","M15-US-07;DOP-06;ACCESS-02","API_DASHBOARD_SECURITY_AUTOMATED"
"AT-DOP-007","P0_BLOCKER","API_DASHBOARD_SECURITY_E2E","STAFF_ACCOUNT_ADMINISTRATION","L4 管理同 Guild 员工账号、Role 对账与会话","FX-M15-STAFF-ACCOUNTS;FX-STAFF-L4;FX-TWO-GUILDS","GIVEN L4 已完成 step-up 且同 Guild 存在 L1-L4 员工账号","WHEN 分页查看员工及其最近 Role 同步时间、当前观察 Role、上次错误、队列状态和待批准级别，并为任一员工立即对账、修正或降级角色及撤销目标会话","THEN 仅同 Guild 账号可见，立即对账进入持久化队列，角色变化可审计且旧会话失效；非 L4、未 step-up 与跨 Guild 操作被拒绝","M15-US-08;DOP-07;ACCESS-02","API_DASHBOARD_SECURITY_AUTOMATED"
"AT-DOP-008","P0_BLOCKER","API_DB_DASHBOARD_SECURITY_E2E","DUAL_CONTROL_ACCESS_SAFETY","首次高级提权遵循双人控制与最后所有者保护","FX-M15-PENDING-ELEVATION;FX-M15-ONLY-OWNER;FX-STAFF-L4-A-B","GIVEN 员工首次申请 L3 或 L4 且另有最后一名有效所有者场景","WHEN 创建者自批、不同 L4 批准或尝试移除最后所有者","THEN 自批被拒绝，不同 L4 可批准并撤销旧会话，最后所有者不能被移除，Discord Role 不直接成为授权事实","M15-US-08;DOP-07;ACCESS-02","API_DB_DASHBOARD_SECURITY_AUTOMATED"
"AT-REV-001","P0_BLOCKER","API_DASHBOARD_E2E","CAT_USD_DISPLAY_BOUNDARY","业务金额与陪玩结算币种展示一致","无","GIVEN API 返回 canonical CAT subunit 金额且固定 1 USD = 10 CAT","WHEN 员工查看钱包、订单、充值和陪玩结算","THEN 除充值付款事实使用 USD 外均显示 CAT，陪玩结算同时显示 CAT 与 USD 且不建立第二账本","M16-US-03;REV-01","API_DASHBOARD_AUTOMATED"
"AT-REV-002","P0_BLOCKER","CONTRACT_API_DASHBOARD","WALLET_ENTRY_PAGE","钱包流水保持可扩展分页合同","无","GIVEN 钱包流水超过一页","WHEN Dashboard 使用 nextCursor 继续读取","THEN API 每页均返回 items/nextCursor envelope，无重复遗漏且 Dashboard 不使用裸数组假设","M16-US-02;M16-US-03;REV-02","API_DASHBOARD_AUTOMATED"
"AT-REV-003","P0_BLOCKER","API_AUDIT","STANDARD_TARGET_ERROR","非法路径参数进入统一错误和审计","无","GIVEN 已认证 Actor 向安全路由提交非法 targetId","WHEN 路由解析目标","THEN 返回标准 400 error envelope 与 requestId，不返回 Fastify 500，并记录拒绝审计","M16-US-02;REV-03","API_AUTOMATED"
