"item_id","item_type","milestone","epic_id","title","user_value","scope","dependencies","owner_type","estimate_person_days","acceptance_criteria","definition_of_done","master_spec_sections","api_operation_ids","critical_path","parallel_track","scope_exclusions","requirement_ids","delivery_status","target_release","evidence_refs","test_refs"
"M3-US-04","USER_STORY","M3","EP-M3","陪玩收益确认、支付标记与调整","运营按结算快照管理陪玩收益并保留完整历史。","订单完成/结案创建唯一 PENDING PlayerEarning；L3 确认和人工支付；退款或纠错仅新增 PlayerEarningAdjustment。","M2-US-04;M2-US-06","backend_api","4-6","每订单仅一条原始 PlayerEarning；金额来自快照/结案；确认和支付记录操作者/原因；原记录不改，调整金额非负且 type 决定方向。","金额、唯一性、状态迁移、PlayerEarningAdjustment 和权限测试通过；无删除端点。","§2.1;§3.10;§5.3-5.4;§6.4-6.5;§9;§10.4;§17.3","listPlayerEarnings;updatePlayerEarning;listCurrentPlayerEarnings","no","finance_domain","不自动提现、转账、税务或工资单。","REF-07;NAME-04","PLANNED","P0","DB:PlayerEarningAdjustment;API:updatePlayerEarning","AT-EAR-001;AT-EAR-002;AT-EAR-003"
"M3-US-05","USER_STORY","M3","EP-M3","统一消费历史与本人返佣视图","用户可查看订单/礼物消费及自己作为受益人的返佣，数据私密且可分页。","统一 Consumption 时间线；返佣查询按 beneficiary_id=current_user，来源用户脱敏；退款显示 Adjustment 影响。","M3-US-03;M3-US-04","backend_api","4-7","订单和礼物消费不重复；个人仅看本人消费与本人受益返佣；source user 被掩码；退款不改原 Commission，只新增 CommissionAdjustment。","消费、分页、归属、脱敏、CommissionAdjustment 和重放测试通过。","§2.1;§3.6;§6.7;§8.2;§9;§10.2;§10.4;§15;§17.3","listCurrentUserConsumptions;listCurrentUserCommissions;updateCommission","no","finance_domain","不做多级返佣、自动发放或公开来源用户。","REF-04;REF-05;REF-07;NAME-04","PLANNED","P0","API:listCurrentUserCommissions;DB:CommissionAdjustment","AT-HIS-001;AT-RFP-005;AT-RFP-006;AT-RFP-008"
"M3-US-06","USER_STORY","M3","EP-M3","礼物资金预留完整生命周期","礼物从确认到批准、拒绝、过期或撤回均有明确资金结果。","确认创建 reservation；批准 capture；拒绝/过期/用户撤回 release；不足时禁用确认并显示差额/客服充值指引；所有动作由 API 并发控制。","M1-US-08;M3-US-01;M3-US-02;M3-US-03","backend_payment_data","4-7","价格>availableMinor 时 confirm 禁用；客服不手算余额；批准只捕获原预留；拒绝/过期/撤回只释放一次；并发审批与撤回仅一方成功。","生命周期、边界、并发、幂等、内部钱包锁和 UI 状态测试通过。","最新基线:资金预留/礼物与客服;§6.6;§8.2","createOrderGiftRequest;approveGiftRequest;rejectGiftRequest;cancelGiftRequest","yes","payment_data","不允许客服改预留金额或批准时重新创建主预留。","FUND-03;FUND-04;FUND-05;FUND-06;GIFT-01;GIFT-03","PLANNED","P0","OPENAPI:cancelGiftRequest;DB:gift-reservation-lifecycle","AT-RES-008;AT-RES-009"
"M3-US-07","USER_STORY","M3","EP-M3","保密的两种一级返佣计划","运营可管理老板带新和陪玩长期带客，来源用户看不到返佣受益信息。","实现 PROMOTER_FIRST_PURCHASE 与 PLAYER_LIFETIME；一名客户一个互斥来源；绑定/改绑/调整审计；按净消费结算；受益人查询掩码来源。","M3-US-04;M3-US-05","backend_finance_security","5-8","PROMOTER 仅首笔符合条件结算一次；PLAYER_LIFETIME 按配置持续结算；用户不可自助改来源；referred-user API/Discord/error/export/notification 不泄露受益人、计划、比例、金额或状态；L1 不见受益人/金额。","两计划、互斥唯一性、净消费、退款 Adjustment、L1-L4 scope、隐私快照及事件重放测试通过。","最新基线:返佣;§3.6;§5;§6.7;§9;§10.2;§10.4","listCurrentUserCommissions;listCommissions;updateCommission;createReferralAttribution;correctReferralAttribution;getReferralAttributionConfidential;listReferralAttributions;getCommissionConfidential","yes","finance_security","不做多级返佣、用户自助改绑、自动发放或代理体系。","REF-01;REF-02;REF-03;REF-04;REF-05;REF-06;REF-07;NAME-01;NAME-04","PLANNED","P0","MODEL:PROMOTER_FIRST_PURCHASE;MODEL:PLAYER_LIFETIME;POLICY:referral-confidentiality","AT-RFP-001;AT-RFP-002;AT-RFP-003;AT-RFP-004;AT-RFP-005;AT-RFP-006;AT-RFP-007;AT-RFP-008"
"EP-M4","EPIC","M4","EP-M4","Dashboard、四级权限与运营控制面","客服和管理人员在同一后台按 L1-L4 安全处理订单、礼物、审批、配置和异常。","OAuth2、Capabilities、统一订单/客服工作台、四级权限、Role 映射、Discord /bot-config、交易时间线、八项指标、审计和失败 Job。","EP-M0;EP-M2;EP-M3","product_tech_lead","43-67 (aggregate; do not sum with children)","四级账号通过权限 E2E；L1 无资金/破坏性动作；Role 不超过内部等级；/bot-config 按 L3/L4 权限安全修改并审计；时间线可追溯；八项指标口径稳定。","全部 M4 Story 验收通过；页面状态、越权和跨客户端一致性有证据。","§3.7-3.9;§5;§10.4-10.6;§13;§16(M4);§17.4;最新基线:P0对齐;Bot配置面板设计§1-9","getCurrentStaffCapabilities;getDashboardSummary;listStaffTasks;listAdminOrders;getAdminOrder;getDashboardSummary;listApprovalRequests;getApprovalRequest;approveApprovalRequest;rejectApprovalRequest;listAuditLogs;syncDiscordRoles;getBotConfig;updateBotConfig;validateBotConfigChange;testBotConfigDelivery","yes","dashboard_security","不做完整 CRM、独立工单、完整 BI/对账/导出、手机 App、独立配置网页、可点击配置 Demo 或成熟通知中心。","OPS-02;ACCESS-01;ACCESS-02;LEDGER-01;METRIC-01","PLANNED","P0","UI:operations-dashboard;POLICY:four-level-access;BOT:/bot-config","AT-RBAC-001;AT-TML-001;AT-MET-001;AT-CFG-001;AT-CFG-010"
"M4-US-01","USER_STORY","M4","EP-M4","Dashboard OAuth2、会话与 Capabilities 外壳","工作人员安全登录后只看到实际生效级别和可用能力。","实现 Discord OAuth2、staff 校验、安全 Cookie、CSRF、permissions_version、Capabilities、导航壳和 401/403。","M0-US-03","frontend_backend_security","4-6","无有效 staff_account 不能登录；自报 Role/level 无效；角色变化后旧会话失效；直达 URL 仍由 API 拒绝。","认证、CSRF、会话撤销和 UI/API 测试通过；Token 不进 localStorage。","§5.7;§10.1;§10.5-10.6;§13.1;§13.5;§14.3;§17.4","getCurrentStaffCapabilities;getDashboardSummary","yes","dashboard","不让 Discord Role 单独成为授权事实，不实现密码登录。","ACCESS-01;ARCH-01","PLANNED","P0","API:getCurrentStaffCapabilities;UI:dashboard-shell","AT-AUTH-002;AT-RBAC-001"
"M4-US-02","USER_STORY","M4","EP-M4","L1 统一订单与客服工作台","基础客服可认领、联系、核对、备注和提交建议，但不能执行资金或破坏性动作。","实现摘要、个人/团队任务、订单工作台、筛选、详情、匹配/readiness/automation 状态、频道/语音链接、备注、认领和升级。","M4-US-01;M2-US-05;M3-US-02","frontend_dashboard","5-8","L1 仅见个人 scope 和脱敏数据；可认领/联系/核对/备注/提交；退款、礼物批准、取消已接单、封禁和配置不可执行；页面状态齐全。","组件、API scope、L1 E2E 和跨客户端状态一致性通过。","§3.7-3.8;§5.2-5.6;§6.8;§10.4-10.6;§13.1-13.6;§17.4","getDashboardSummary;listStaffTasks;claimStaffTask;verifyStaffTask;getAdminOrder;getApprovalRequest;listApprovalRequests;approveApprovalRequest;rejectApprovalRequest","no","dashboard","不建设独立客服工单、聊天归档或复杂 SLA。","OPS-02;ACCESS-01;REF-06","PLANNED","P0","UI:order-support-workbench;API:listStaffTasks","AT-SUP-001;AT-RBAC-002;AT-RFP-005"
"M4-US-03","USER_STORY","M4","EP-M4","订单、用户、陪玩与业务配置页面","L2-L4 可按职责查询和维护 P0 业务对象，写操作复用统一 API。","实现搜索、订单/用户/陪玩详情、服务/礼物目录、返佣、陪玩收益页面和所需读写 API。","M4-US-01;M2-US-06;M3-US-05","frontend_dashboard","5-8","多标识可检索且按 scope 脱敏；L2 价格规则只读；L3 可版本化维护；收益操作有原因且无硬删除；六类卡片详情由独立详情 API 返回足量服务端事实。","页面、分页、筛选、权限、金额格式和写用例 E2E 通过；详情不得依赖列表快照、默认值或字段猜测补事实。","§5.3;§9;§10.4;§13.1-13.6;§17.4","listAdminOrders;getAdminOrder;listAdminUsers;getAdminUser;listAdminPlayers;getAdminPlayer;listServiceCatalogVersions;getAdminServiceCatalogVersion;createServiceCatalogVersion;updateServiceCatalogVersion;listAdminGiftCatalogItems;getAdminGiftCatalogItem;createGiftCatalogItem;updateGiftCatalogItem;getAdminServicePackageVersion;listCommissions;listPlayerEarnings;updatePlayerEarning;createUserRiskFlag;setUserOperationalStatus;listAdminUserConsumptions;getAdminGiftRequest;listAdminGiftRequests","no","dashboard","不做营销画像、完整财务报表、数据仓库或复杂批量操作。","ARCH-01;OPS-02;REF-06","PLANNED","P0","UI:business-object-pages;API:admin-resource-operations","AT-RBAC-003;AT-CAT-003;AT-EAR-002;AT-DTL-001"
"M4-US-04","USER_STORY","M4","EP-M4","金额策略、MFA 与 step-up","业务操作由满足最低等级、金额权限和近期验证的人直接执行。","实现执行影响预览、payload_hash、过期、L2/L3/L4 阈值、最低等级直执、同人发起执行、L3/L4 MFA 和 15 分钟 step-up。","M4-US-01;M2-US-06;M3-US-02","backend_security","5-8","L2 礼物≤200000、退款≤50000；中间区间由 L3；礼物和退款 ≥500000 必须 L4 且不强制不同人员复核；同一人可发起并执行；高额手动结算另行要求不同人员复核；数据变化使执行凭据失效；敏感动作无 step-up 返回 428。","等级边界、同人发起执行、原因、过期/陈旧、MFA 恢复、不可篡改审计和幂等重放测试通过。","§5.3-5.4;§10.5-10.6;§13.4-13.6;§14.2-14.3;§15;§17.4","getCurrentStaffCapabilities;beginStepUp;completeStepUp;enrollMfa;verifyMfaEnrollment","yes","security","不实现企业 IAM、强制硬件密钥或自定义权限级别。","ACCESS-01;ACCESS-02;GIFT-03","PLANNED","P0","POLICY:minimum-level-execution;UI:operation-impact-preview","AT-RBAC-004;AT-RBAC-005;AT-GFT-005"
"M4-US-05","USER_STORY","M4","EP-M4","Discord Role 映射、高级授权与即时撤权","Role 变化同步到后台，且绝不能把人员提升到超过内部批准等级。","实现启动/guildMemberUpdate 持久化入队、默认 5 分钟全量对账、逐员工立即对账、同步状态展示、版本化映射、L1/L2 自动生效、L3/L4 PENDING_ELEVATION、L4 确认、bootstrap、降级和会话撤销。","M4-US-01;M4-US-04","backend_bot_security","5-8","Discord Role 只给候选级别；观测先持久化且 Worker 最多尝试 8 次；effective level=min(mapped,internally approved)；首次 L3/L4 未批不生效；移除 Role 后会话撤销并提示重新登录；bootstrap 仅一次。","事件入队、周期/逐员工对账、同步状态、重放、升降级、会话撤销、上限和审计 E2E 通过。","§5.7;§9;§10.5-10.6;§11.1-11.2;§12;§14.2-14.3;§17.4;§18","listDiscordRoleMappings;updateDiscordRoleMapping;queueDiscordRoleSync;syncDiscordRoles;reconcileStaffDiscordRole;updateStaffRole;approveStaffRoleElevation;revokeStaffSessions","yes","security_bot","不根据客户端 Role ID 临时授权，不允许 L3 授予 L4。","ACCESS-01;ACCESS-02","PLANNED","P0","BOT:role-sync;POLICY:effective-access-cap","AT-ROL-001;AT-ROL-004;AT-RBAC-006"
"M4-US-06","USER_STORY","M4","EP-M4","审计、失败任务与最小系统设置","运营可不直改数据库地追查操作、恢复展示任务和维护 P0 配置。","实现按 scope 的不可变审计查询、失败 Job 列表/重试、政策/频道/超时配置版本化修改和 request_id 错误展示。","M4-US-01;M0-US-05","frontend_backend_ops","4-6","L1 看自己、L2 团队、L3 业务、L4 全部；Job 重试不重复交易；配置修改有级别、原因、版本和审计；无财务/审计删除。","scope、配置并发、Job 重试和审计完整性测试通过。","§5.3-5.4;§9;§10.4-10.5;§12.1;§13;§14.2;§17.4-17.5","listAuditLogs;listFailedJobs;retryJob;getPolicySettings;updatePolicySetting","no","dashboard_ops","不做日志分析平台或任意 SQL 管理入口。","ACCESS-02;GIFT-04","PLANNED","P0","UI:audit-jobs-settings;API:listAuditLogs","AT-AUD-001;AT-AUD-004;AT-CHN-003"
"M4-US-07","USER_STORY","M4","EP-M4","累积权限解析器与跨渠道一致授权","L1_SUPPORT、L2_SUPERVISOR、L3_OPERATIONS、L4_ADMIN_OWNER 在 Bot 和 Dashboard 按累积继承获得一致权限。","实现累积权限解析器，按 L1<L2<L3<L4 合并低级全部执行权限，并统一资源/action/scope 矩阵、金额阈值、破坏性操作定义、推荐隐私和 Role 上限；用同一 API policy 对 Bot/Dashboard 授权。","M4-US-01;M4-US-04;M4-US-05","backend_security_qa","4-6","高级别自动拥有低级全部执行权限；一般礼物和退款按最低等级直接执行且同一人可发起并执行；≥500000 必须 L4；高额手动结算必须由不同人员复核，角色继承不能绕过；保留原因、step-up/MFA 和不可篡改审计；Discord 映射不越内部等级。","累积解析、金额边界、四角色两客户端 E2E、拒绝审计及 AT-RBAC-010/011 通过。","最新基线:P0产品边界/返佣/P0对齐;§5;§10.5-10.6","getCurrentStaffCapabilities;syncDiscordRoles","yes","security_qa","不增加第五级、自定义角色设计器或客户端本地授权。","ACCESS-01;ACCESS-02;REF-06","PLANNED","P0","POLICY:cumulative-permission-resolver;E2E:bot-dashboard-rbac","AT-RBAC-001;AT-RBAC-009;AT-RBAC-010;AT-RBAC-011"
"M4-US-08","USER_STORY","M4","EP-M4","统一业务交易时间线","客服和管理人员可按订单追溯余额快照、预留、消费、退款、收益、返佣和调整。","建立只读 timeline projection，合并 internal ledger balance snapshot、FundReservation、Consumption、Refund、PlayerEarning、Commission 及对应 Adjustment；按权限脱敏。","M1-US-08;M2-US-06;M3-US-03;M3-US-04;M3-US-05","backend_dashboard","4-6","事件按 occurredAt/id 稳定排序；每项有 type/status/amount/currency/source/reference；原记录与 Adjustment 分离；L1 不见受限返佣信息；无删除/编辑。","projection、金额方向、分页、脱敏、空/异常状态和 Dashboard E2E 通过。","最新基线:P0对齐-统一交易时间线;§9;§13","getAdminOrder","no","dashboard_data","不做总账替代、完整财务对账、导出或会计科目。","LEDGER-01;OPS-02;REF-04;REF-06;NAME-04","PLANNED","P0","OPENAPI:getAdminOrder;UI:transaction-timeline","AT-TML-001;AT-HIS-002;AT-RFP-005"
